반입 가능 물품,반입 불가 물품
"컴퓨터, 선풍기, 라디오,
스탠드, 헤어드라이기, 고데기
소형 청소기 등 소형 생활필수품","반입가능 품목 외 모든 전자제품,
전열기구 및 (향)초
※ 폭발위험물 엄금
스마트 모빌리티(전동킥보드) 등"
